RJML,SSBL,Name,Season,Bats,MLB,Age,WAR,G,PA,key_MLB,year,AB,H,D,T,HR,K,BB,Kpct,BBpct,AVG,SLG,OBP,OPS,BABIP,RBI,CS,SB,Balls,CStrikes,GDP,HBP,IBB,SH,SF,R,Strikes,XAVG,XSLG,WOBA,XWOBA,XOBP,barrelpct,solidpct,flareburnpct,Pitches,whiffpct,battedballs,RC,RC27,O,ICR,whiff,barrel,solid,flareburn,KminusBB,strICR,key_FG,Def,Off,BsR,wRC+,Last_First,Pos,Name2,CJPL
ROC,WC,Joey Wiemer,2024,R,- - -,25,-0.3192,21,28,686894,2024,26,4,0,0,0,9,2,32.1,7.1,0.154,0.154,0.214,0.368,0.235,0,1,1,31,25,0,0,0,0,0,2,72,0.191,0.325,0.175,0.252,0.249,5.9,5.9,11.8,109,29.8,17,0.9,1.1,8,23.6,32,1,1,2,25,0.587,27690,-0.9167,-3.1184,-0.0061,7.1091,"Wiemer Jr., Joey",78,Joey Wiemer,HAM
RM,HOB,Adolis Garcia,2024,R,TEX,31,-0.323,147,613,666969,2024,557,123,26,0,23,170,44,27.7,7.2,0.221,0.391,0.282,0.673,0.27,80,5,11,789,306,12,6,2,0,6,65,1561,0.227,0.416,0.292,0.306,0.29,12,6.9,22.1,2434,34.2,393,60.904,3.6,384,41,832,47,27,87,20.5,0.509,19287,-14.7803,-8.721,-0.7281,88.6574,"García, Adolis",9,Adolis Garcia,BAB
VAN,avail,Lenyn Sosa,2024,R,CHW,24,-0.3237,92,344,672820,2024,328,81,11,0,6,72,10,20.9,2.9,0.247,0.335,0.275,0.61,0.299,28,1,3,358,217,5,2,1,2,1,21,877,0.281,0.427,0.266,0.317,0.309,5.8,9.3,30.5,1274,19.9,259,29.418,3.1,164,45.6,254,15,24,79,18,0.503,22896,-2.3075,-12.2631,-0.5522,70.3856,"Sosa, Lenyn",54,Lenyn Sosa,avail
ROC,SB,Daniel Vogelbach,2024,L,TOR,31,-0.3264,31,79,596129,2024,70,13,5,0,1,17,9,21.5,11.4,0.186,0.3,0.278,0.578,0.231,8,0,0,142,106,4,0,0,0,0,5,214,0.268,0.469,0.262,0.357,0.353,9.4,5.7,30.2,362,15.7,53,5.318,2.4,38,45.3,57,5,3,16,10.1,0.459,14130,-2.3765,-3.4154,-0.6177,69.1926,"Vogelbach, Daniel",,Daniel Vogelbach*,avail
TB,PP,Jeimer Candelario,2024,B,CIN,30,-0.3284,112,463,600869,2024,427,96,23,2,20,114,27,24.6,5.8,0.225,0.429,0.279,0.708,0.257,56,3,4,569,244,7,6,1,0,3,47,1164,0.223,0.374,0.303,0.284,0.278,8.2,5.7,21.8,1781,29.1,316,50.109,3.9,293,35.7,518,26,18,69,18.8,0.527,13621,-11.0349,-7.6647,-0.8024,87.6138,"Candelario, Jeimer",53,Jeimer Candelario#,FMB
GRF,SIP,Jonah Heim,2024,B,TEX,29,-0.3353,125,467,641680,2024,437,94,12,0,12,83,25,17.8,5.4,0.215,0.325,0.261,0.586,0.238,55,1,1,523,207,13,3,0,0,2,42,1132,0.23,0.362,0.258,0.278,0.275,5.9,6.2,23.6,1688,20.5,356,34.884,2.6,242,35.7,346,21,22,84,12.4,0.52,16930,2.686,-21.4556,-2.8868,65.4112,"Heim, Jonah",2,Jonah Heim#,GAP
DAY,avail,Grae Kessinger,2024,R,HOU,26,-0.3428,17,15,666197,2024,15,0,0,0,0,5,0,33.3,0,0,0,0,0,0,0,0,0,21,11,1,0,0,0,0,2,43,0.117,0.188,0,0.129,0.117,0,10,20,66,37.5,10,-0,-0,1,30,25,0,1,2,33.3,0.561,25813,-0.1166,-3.7077,-0.0127,-100,"Kessinger, Grae",54,Grae Kessinger,avail
NA,NA,Niko Kavadas,2024,L,LAA,25,-0.3433,24,90,694359,2024,80,14,1,0,3,36,8,40,8.9,0.175,0.3,0.267,0.567,0.268,6,0,1,129,91,0,2,0,0,0,8,243,0.165,0.304,0.257,0.253,0.258,6.8,9.1,22.7,395,34,44,7.232,3,46,38.6,134,3,4,10,31.1,0.529,29782,-2.2665,-4.0544,-0.2111,62.852,"Kavadas, Niko",3,Niko Kavadas*,NA
avail,avail,Cole Tucker,2024,B,LAA,27,-0.3465,24,57,657061,2024,50,9,4,1,0,17,6,29.8,10.5,0.18,0.3,0.263,0.563,0.265,3,1,3,86,40,0,0,0,0,1,3,143,0.195,0.273,0.25,0.256,0.282,0,11.8,23.5,237,27.2,34,4.578,2.9,29,35.3,64,0,4,8,19.3,0.502,17326,-3.3022,-1.9537,0.8077,57.8577,"Tucker, Cole",57,Cole Tucker#,avail
NA,NA,Ryan Vilade,2024,R,DET,25,-0.3486,17,49,668723,2024,45,8,0,0,1,12,2,24.5,4.1,0.178,0.244,0.208,0.452,0.212,5,0,0,54,26,2,0,0,1,1,5,130,0.23,0.311,0.2,0.247,0.257,5.7,0,20,188,24,35,2.051,1.4,21,25.7,45,2,0,7,20.4,0.596,22165,-0.7319,-4.278,-0.0726,25.3418,"Vilade, Ryan",978,Ryan Vilade,NA
avail,CB,Rowdy Tellez,2024,L,PIT,29,-0.3583,130,417,642133,2024,379,93,18,0,13,87,31,20.9,7.4,0.245,0.396,0.302,0.698,0.282,56,0,1,567,340,12,2,0,0,5,38,1054,0.238,0.401,0.304,0.304,0.299,8.1,5.7,24.2,1651,21.8,297,44.206,3.9,253,38,360,24,17,72,13.499999999999998,0.502,15679,-10.815,-6.6341,-2.3651,91.4447,"Tellez, Rowdy",3,Rowdy Tellez*,MMA
NA,NA,Zachary Dezenzo,2024,R,HOU,24,-0.3751,17,55,701305,2024,52,11,2,0,1,18,3,32.7,5.5,0.212,0.308,0.255,0.563,0.303,6,0,0,64,36,3,0,0,0,0,4,135,0.203,0.402,0.249,0.278,0.247,8.8,8.8,17.6,203,31.3,34,3.356,2.1,25,35.2,64,3,3,6,27.200000000000003,0.547,31562,-2.9658,-2.5009,0.0222,60.0931,"Dezenzo, Zach",35,Zachary Dezenzo,NA
RAM,SSF,Garrett Cooper,2024,R,- - -,33,-0.3771,36,116,643265,2024,107,22,5,1,1,35,7,30.2,6,0.206,0.299,0.267,0.566,0.296,11,0,0,140,90,3,2,0,0,0,6,300,0.265,0.426,0.253,0.326,0.322,9.7,6.9,31.9,450,29.5,72,8.289,2.5,54,48.5,133,7,5,23,24.2,0.511,15279,-1.5587,-5.9655,-0.3123,57.3354,"Cooper, Garrett",3,Garrett Cooper,GAP
NA,NA,Chuckie Robinson,2024,R,CHW,29,-0.3811,22,66,642020,2024,61,9,0,0,0,17,4,25.8,6.1,0.148,0.148,0.212,0.36,0.205,0,0,0,73,31,1,1,0,0,0,2,173,0.184,0.232,0.173,0.219,0.246,2.3,2.3,18.2,262,27.9,44,2.029,1,15,22.8,73,1,1,8,19.700000000000003,0.584,19824,1.5967,-7.487,-0.2629,4.7829,"Robinson, Chuckie",2,Chuckie Robinson,NA
NA,NA,Daz Cameron,2024,R,OAK,27,-0.3845,60,180,663662,2024,164,33,5,0,5,50,13,27.8,7.2,0.201,0.323,0.261,0.584,0.252,15,0,5,220,109,3,1,0,0,2,21,442,0.228,0.365,0.258,0.29,0.289,8.6,6.9,21.6,690,28.6,116,14.735,2.9,100,37.1,197,10,8,25,20.6,0.516,18353,-3.8374,-5.8736,0.5333,69.0368,"Cameron, Daz",798,Daz Cameron,NA
NA,NA,Drew Romo,2024,B,COL,22,-0.3974,13,48,691011,2024,46,8,3,0,0,17,2,35.4,4.2,0.174,0.239,0.208,0.447,0.276,6,1,0,42,27,2,0,0,0,0,4,120,0.137,0.194,0.199,0.164,0.173,3.4,0,13.8,169,31.2,29,1.68,1.1,20,17.2,53,1,0,4,31.2,0.651,27763,0.1378,-5.6012,-0.4504,10.3231,"Romo, Drew",2,Drew Romo#,NA
NA,NA,Adael Amador,2024,B,COL,21,-0.401,10,36,691182,2024,35,6,1,0,0,6,1,16.7,2.8,0.171,0.2,0.194,0.394,0.207,0,0,1,30,15,1,0,0,0,0,1,89,0.234,0.333,0.176,0.257,0.256,6.9,0,27.6,119,20.3,29,1.297,1.2,9,34.5,24,2,0,8,13.899999999999999,0.58,27962,0.2166,-5.3136,-0.7976,-4.8328,"Amador, Adael",4,Adael Amador#,NA
GH,NB,Jordan Walker,2024,R,STL,22,-0.407,43,150,691023,2024,136,26,7,1,5,44,10,29.3,6.7,0.191,0.368,0.253,0.621,0.236,16,0,1,188,92,3,2,0,0,2,12,362,0.212,0.378,0.269,0.288,0.276,10.6,4.3,22.3,578,31,94,12.759,3,83,37.2,179,10,4,21,22.6,0.505,27475,-4.4118,-4.5633,0.4252,72.2072,"Walker, Jordan",9,Jordan Walker,TBT
GH,CB,Andrew Benintendi,2024,L,CHW,29,-0.4102,130,501,643217,2024,456,103,19,0,19,93,41,18.6,8.2,0.226,0.393,0.289,0.682,0.242,60,2,3,664,310,12,1,1,0,3,48,1231,0.247,0.4,0.297,0.308,0.309,6.3,8.5,23,1924,21,366,50.408,3.7,299,37.8,404,23,31,84,10.400000000000002,0.496,17901,-13.9467,-6.6792,-1.8094,91.5444,"Benintendi, Andrew",7,Andrew Benintendi*,MBL
HAL,avail,Matt Mervis,2024,L,CHC,26,-0.4116,9,28,670223,2024,26,3,1,0,0,8,1,28.6,3.6,0.115,0.154,0.148,0.302,0.167,3,0,0,30,11,0,0,0,0,0,1,65,0.127,0.206,0.137,0.162,0.161,5.6,0,5.6,98,35.2,18,0.631,0.7,9,11.2,34,1,0,1,25,0.622,27845,-0.8671,-4.0647,-0.1821,-15.8837,"Mervis, Matt",,Matt Mervis*,JFS
GNB,SLB,Robbie Grossman,2024,B,- - -,34,-0.4121,83,233,543257,2024,197,43,8,0,3,52,33,22.3,14.2,0.218,0.305,0.33,0.635,0.278,14,0,3,386,218,8,1,0,0,2,21,576,0.22,0.305,0.291,0.296,0.335,3.4,4.8,24.5,981,22.3,147,21.156,3.5,121,32.7,219,5,7,36,8.100000000000001,0.489,5254,-8.278,-3.4619,-0.1557,87.6563,"Grossman, Robbie",97,Robbie Grossman#,TBT
GRF,TT,Mitch Garver,2024,R,SEA,33,-0.4135,109,414,641598,2024,351,60,17,0,13,130,53,31.4,12.8,0.171,0.33,0.29,0.62,0.223,49,0,0,638,387,8,7,0,0,3,35,1064,0.179,0.332,0.28,0.285,0.298,8,7.6,20.1,1750,31.2,224,36.024,3.2,239,35.7,546,18,17,45,18.599999999999998,0.517,15161,-9.5167,-8.2507,-2.0099,86.8868,"Garver, Mitch",2,Mitch Garver,FMB
GRF,avail,Michael Stefanic,2024,R,LAA,28,-0.4188,34,110,683021,2024,98,21,3,0,0,18,8,16.4,7.3,0.214,0.245,0.294,0.539,0.263,6,0,0,134,107,5,3,0,1,0,7,283,0.206,0.248,0.25,0.248,0.286,0,1.2,28.4,426,10.7,81,6.721,2.2,44,29.6,46,0,1,23,9.099999999999998,0.552,25353,-2.0363,-5.6812,-0.3728,58.0206,"Stefanic, Michael",45,Michael Stefanic,avail
NA,NA,Zach DeLoach,2024,L,CHW,25,-0.4223,16,55,676113,2024,50,8,1,0,0,19,5,34.5,9.1,0.16,0.18,0.236,0.416,0.258,3,1,0,68,28,0,0,0,0,0,4,125,0.176,0.216,0.198,0.219,0.252,0,3.2,29,212,33.3,31,2.247,1.4,20,32.2,71,0,1,9,25.4,0.495,27471,-0.3692,-5.5552,-0.6327,22.1442,"DeLoach, Zach",978,Zach DeLoach*,NA
BRA,avail,Zack Short,2024,R,- - -,29,-0.4269,42,88,670097,2024,70,9,3,0,0,24,14,27.3,15.9,0.129,0.171,0.282,0.453,0.196,5,1,2,151,69,0,1,0,3,0,11,227,0.176,0.272,0.228,0.28,0.321,4.1,8.2,18.4,391,26.6,49,4.835,2,47,30.7,104,2,4,9,11.4,0.504,19562,-1.206,-5.8823,0.1399,43.8552,"Short, Zack",564,Zack Short,avail
HAL,avail,Jace Peterson,2024,L,ARI,34,-0.4315,14,26,607054,2024,22,1,0,0,0,6,3,23.1,11.5,0.045,0.045,0.154,0.199,0.059,1,0,0,33,17,1,0,0,0,1,2,65,0.212,0.239,0.113,0.25,0.299,0,0,17.6,102,31.3,17,0.265,0.3,6,17.6,32,0,0,3,11.600000000000001,0.579,12325,-0.7915,-4.2663,-0.0389,-35.8768,"Peterson, Jace",645,Jace Peterson*,GAP
avail,avail,Curt Casali,2024,R,SFG,35,-0.4327,38,118,592200,2024,103,20,3,0,1,21,11,17.8,9.3,0.194,0.252,0.284,0.536,0.235,6,0,0,161,75,2,2,0,2,0,11,267,0.207,0.276,0.249,0.264,0.296,1.2,3.6,25,448,19.4,84,7.992,2.5,55,29.8,87,1,3,21,8.5,0.484,12510,-2.2242,-5.9271,-0.2209,59.5874,"Casali, Curt",2,Curt Casali,avail
CAM,SSF,J.D. Davis,2024,R,- - -,31,-0.4328,46,157,605204,2024,142,31,5,0,4,39,12,24.8,7.6,0.218,0.338,0.293,0.631,0.273,6,0,0,192,83,5,3,0,0,0,13,385,0.213,0.352,0.282,0.284,0.289,8.7,5.8,16.5,587,34.8,103,13.554,3.2,73,31,204,9,6,17,17.200000000000003,0.547,16219,-5.9101,-3.5052,-0.8509,85.2935,"Davis, J.D.",35,J.D. Davis,RAH
NA,NA,Justyn-Henry Malloy,2024,R,DET,24,-0.4414,66,223,669234,2024,198,41,7,1,8,81,22,36.3,9.9,0.207,0.374,0.291,0.665,0.3,20,1,1,317,181,2,2,0,0,1,18,598,0.184,0.339,0.293,0.271,0.271,11,6.8,22,954,35.9,118,22.598,3.8,126,39.8,342,13,8,26,26.4,0.528,29606,-8.5812,-3.1102,-0.7417,90.7606,"Malloy, Justyn-Henry",7,Justyn-Henry Malloy,NA
NA,NA,Pedro Leon,2024,R,HOU,26,-0.4612,7,21,694175,2024,20,2,0,0,0,10,1,47.6,4.8,0.1,0.1,0.143,0.243,0.2,0,0,2,32,14,2,0,0,0,0,2,56,0.143,0.228,0.117,0.182,0.184,20,0,10,90,42.9,10,0.157,0.2,5,30,39,2,0,1,42.800000000000004,0.556,27781,-1.4846,-3.6876,-0.4919,-32.3785,"León, Pedro",9,Pedro Leon,NA
TB,HOB,Luis Campusano,2024,R,SDP,25,-0.4661,91,299,669134,2024,277,63,13,0,8,41,20,13.7,6.7,0.227,0.361,0.281,0.642,0.24,40,0,0,325,156,11,1,0,0,1,37,678,0.244,0.356,0.282,0.29,0.299,4.6,4.6,23.2,1025,20.5,237,25.875,3.1,179,32.4,210,11,11,55,6.999999999999999,0.512,22217,-7.8977,-6.6426,-0.5473,82.9635,"Campusano, Luis",2,Luis Campusano,GDJ
RAM,avail,Kyle Stowers,2024,L,- - -,26,-0.4668,64,195,669065,2024,181,40,11,2,3,68,10,34.9,5.1,0.221,0.354,0.272,0.626,0.333,24,1,0,242,81,2,3,0,0,1,13,491,0.231,0.393,0.273,0.298,0.284,11.4,8.8,29.8,756,35.5,114,17.41,3.2,108,50,268,13,10,34,29.799999999999997,0.499,26151,-4.4796,-6.5724,-0.1444,72.6058,"Stowers, Kyle",789,Kyle Stowers*,avail
NA,NA,Ignacio Alvarez,2024,R,ATL,21,-0.4686,8,32,805373,2024,30,3,0,0,0,10,0,31.3,0,0.1,0.1,0.156,0.256,0.15,0,0,0,36,23,1,2,0,0,0,1,80,0.163,0.212,0.128,0.197,0.215,0,5,30,119,28.1,20,0.44,0.4,5,35,33,0,1,6,31.3,0.555,31765,-0.7551,-4.8637,-0.0408,-25.9534,"Alvarez Jr., Nacho",45,Ignacio Alvarez,NA
NA,NA,Bryan Ramos,2024,R,CHW,22,-0.4712,25,86,682868,2024,79,14,3,0,2,18,6,20.9,7,0.177,0.291,0.233,0.524,0.2,5,1,0,108,65,3,0,0,0,1,8,202,0.223,0.349,0.232,0.276,0.276,4.8,8.1,22.6,337,29.7,62,4.666,1.8,36,35.5,100,3,5,14,13.899999999999999,0.469,25621,-1.6647,-5.7642,-0.4264,46.0075,"Ramos, Bryan",5,Bryan Ramos,NA
NA,NA,Darell Hernaiz,2024,R,OAK,22,-0.4736,44,124,687231,2024,109,21,2,0,1,24,11,19.4,8.9,0.193,0.239,0.268,0.507,0.233,9,1,1,164,85,4,1,0,1,2,8,301,0.235,0.297,0.233,0.281,0.316,1.1,2.3,26.1,472,24.1,88,7.045,2,51,29.5,114,1,2,23,10.499999999999998,0.528,26224,-1.1165,-7.5984,-0.728,51.8019,"Hernaiz, Darell",564,Darell Hernaiz,NA
avail,avail,Travis Blankenhorn,2024,L,WSN,27,-0.4807,13,32,663905,2024,31,4,1,0,0,9,1,28.1,3.1,0.129,0.161,0.156,0.317,0.182,5,0,0,37,20,0,0,0,0,0,2,84,0.174,0.253,0.143,0.199,0.2,0,9.1,18.2,122,25,22,0.822,0.8,13,27.3,30,0,2,4,25,0.59,18395,-1.3606,-4.3755,-0.0231,-13.6653,"Blankenhorn, Travis",9,Travis Blankenhorn*,avail
CC,CW,Tom Murphy,2024,R,SFG,33,-0.4828,13,38,608596,2024,34,4,1,0,1,14,4,36.8,10.5,0.118,0.235,0.211,0.446,0.158,2,0,0,54,31,0,0,0,0,0,3,96,0.153,0.317,0.206,0.248,0.242,10,15,5,152,36.9,20,1.903,1.7,16,30,56,2,3,1,26.299999999999997,0.553,13499,-2.7896,-3.168,0.0064,30.1875,"Murphy, Tom",2,Tom Murphy,LWC
avail,avail,Tucker Barnhart,2024,L,ARI,33,-0.4829,31,96,571466,2024,81,14,3,0,0,31,13,32.3,13.5,0.173,0.21,0.287,0.497,0.28,6,0,1,128,80,0,0,0,2,0,13,231,0.169,0.223,0.238,0.241,0.284,3.8,1.9,23.1,375,29.1,52,6.171,2.4,52,28.8,109,2,1,12,18.799999999999997,0.536,10200,-2.056,-5.846,0.0831,48.3861,"Barnhart, Tucker",2,Tucker Barnhart*,avail
DV,avail,Kyren Paris,2024,R,LAA,22,-0.4877,21,59,677347,2024,51,6,2,0,1,17,7,28.8,11.9,0.118,0.216,0.224,0.44,0.152,5,0,1,84,38,1,0,0,0,0,4,142,0.181,0.309,0.207,0.265,0.28,5.9,14.7,11.8,234,29.8,34,2.76,1.6,26,32.4,70,2,5,4,16.9,0.513,26420,-1.9756,-4.7158,0.1859,27.7296,"Paris, Kyren",46,Kyren Paris,avail
ALA,WC,Nelson Velazquez,2024,R,KCR,25,-0.4948,64,230,676369,2024,205,41,8,1,8,61,19,26.5,8.3,0.2,0.366,0.274,0.64,0.237,27,0,2,323,134,6,3,0,0,3,31,554,0.217,0.405,0.28,0.307,0.294,8.8,6.8,20.4,903,35.5,147,20.649,3.2,143,36,321,13,10,30,18.2,0.496,23359,-6.6485,-5.7937,0.4808,76.2689,"Velázquez, Nelson",97,Nelson Velazquez,SEA
ROC,avail,Nick Martini,2024,L,CIN,34,-0.4949,52,163,605361,2024,146,31,4,2,5,38,9,23.3,5.5,0.212,0.37,0.272,0.642,0.245,24,3,1,195,108,1,4,0,0,3,23,418,0.217,0.348,0.279,0.278,0.281,7.2,1.8,19.8,625,24.8,111,14.681,3.2,106,28.8,155,8,2,22,17.8,0.567,12005,-3.6775,-6.5859,-0.9236,70.9693,"Martini, Nick",97,Nick Martini*,avail
VAN,SB,Will Benson,2024,L,CIN,26,-0.5036,124,382,666181,2024,337,64,19,2,14,152,40,39.8,10.5,0.19,0.383,0.278,0.661,0.289,43,7,15,579,236,3,2,0,1,2,40,1005,0.184,0.343,0.289,0.273,0.273,11.7,4.8,23.4,1631,38.9,188,37.515,3.5,246,39.9,634,22,9,44,29.299999999999997,0.524,21853,-6.0872,-11.5979,-1.6123,78.1545,"Benson, Will",978,Will Benson*,HAM
WHI,SLB,DJ LeMahieu,2024,R,NYY,35,-0.507,67,228,518934,2024,201,41,5,0,2,35,19,15.4,8.3,0.204,0.259,0.269,0.528,0.229,26,1,0,272,180,13,1,0,1,6,19,557,0.248,0.372,0.239,0.302,0.313,5.8,7.5,22.5,845,17.5,173,12.542,1.9,102,35.8,148,10,13,39,7.1,0.513,9874,2.4158,-14.9101,-2.1944,51.4853,"LeMahieu, DJ",53,DJ LeMahieu,OBS
CC,ECB,Aaron Hicks,2024,B,LAA,34,-0.5191,18,63,543305,2024,57,8,0,0,1,23,6,36.5,9.5,0.14,0.193,0.222,0.415,0.212,5,0,0,94,55,1,0,0,0,0,6,180,0.187,0.272,0.196,0.245,0.266,5.9,8.8,29.4,284,32.8,34,2.592,1.4,26,44.1,93,2,3,10,27,0.528,5297,-1.4829,-5.6461,0.1578,19.8596,"Hicks, Aaron",987,Aaron Hicks#,RAH
NA,NA,Keston Hiura,2024,R,LAA,27,-0.5195,10,27,669374,2024,27,4,0,0,0,10,0,37,0,0.148,0.148,0.148,0.296,0.235,1,1,0,23,18,0,0,0,0,0,1,69,0.194,0.233,0.131,0.185,0.194,0,5.9,29.4,93,39.2,17,0.444,0.5,5,35.3,36,0,1,5,37,0.613,20003,-0.7928,-5.1445,-1.2315,-26.0712,"Hiura, Keston",4,Keston Hiura,NA
CC,avail,Tyler Nevin,2024,R,OAK,27,-0.5217,82,269,663527,2024,236,47,9,0,7,62,25,23,9.3,0.199,0.326,0.286,0.612,0.235,18,0,1,352,179,5,5,0,0,3,22,667,0.21,0.369,0.274,0.295,0.298,9,6.8,18.1,1048,26.2,177,23.254,3.2,136,33.9,275,16,12,32,13.7,0.522,17893,-7.4249,-6.5744,-0.5004,80.3577,"Nevin, Tyler",3597,Tyler Nevin,avail
RM,SR,Nick Senzel,2024,R,- - -,29,-0.5232,74,267,669222,2024,236,46,11,0,7,61,28,22.8,10.5,0.195,0.331,0.283,0.614,0.232,18,3,1,336,182,6,1,1,1,0,25,655,0.234,0.36,0.273,0.301,0.318,5.7,4.5,26.1,1005,23.9,176,21.418,2.9,136,36.3,240,10,8,46,12.3,0.525,19293,-4.9271,-9.0868,-0.725,73.2031,"Senzel, Nick",59,Nick Senzel,OCG
BRA,TT,Aledmys Diaz,2024,R,- - -,33,-0.5362,14,34,649557,2024,33,3,0,0,0,9,1,26.5,2.9,0.091,0.091,0.118,0.209,0.125,1,0,0,28,20,0,0,0,0,0,2,86,0.206,0.252,0.098,0.213,0.229,0,0,33.3,116,24.2,24,0.384,0.3,7,33.3,28,0,0,8,23.6,0.604,15937,-0.6521,-5.6794,-0.0713,-41.806,"Díaz, Aledmys",6345,Aledmys Diaz,LWC
avail,avail,Ryan Kreidler,2024,R,DET,26,-0.5373,35,65,668952,2024,59,7,0,0,1,19,6,29.2,9.2,0.119,0.169,0.2,0.369,0.154,2,3,5,97,43,2,0,0,0,0,9,165,0.175,0.255,0.176,0.232,0.251,5,2.5,17.5,263,31.1,40,1.743,0.8,26,25,82,2,1,7,20,0.551,25867,-0.5334,-6.8388,-0.0323,8.908,"Kreidler, Ryan",65,Ryan Kreidler,avail
NA,NA,Victor Scott,2024,L,STL,23,-0.5376,50,150,687363,2024,140,23,9,0,2,42,6,28,4,0.164,0.271,0.207,0.478,0.214,9,0,5,184,82,0,2,0,0,2,12,361,0.203,0.306,0.21,0.242,0.244,6,7,15,553,26.2,100,9.035,2,70,28,145,6,7,15,24,0.552,31349,0.6822,-10.9236,1.2088,32.4063,"Scott II, Victor",8,Victor Scott*,NA
CC,avail,Mitch Haniger,2024,R,SEA,33,-0.547,117,414,571745,2024,373,78,12,0,12,122,38,29.5,9.2,0.209,0.338,0.285,0.623,0.275,44,0,0,624,298,10,2,0,0,1,42,1050,0.219,0.371,0.277,0.293,0.294,8.7,8.3,23.8,1717,32.1,252,35.718,3.2,230,40.8,551,22,21,60,20.3,0.492,14274,-10.3782,-8.6846,-1.5578,85.0251,"Haniger, Mitch",9,Mitch Haniger,avail
NA,NA,Coby Mayo,2024,R,BAL,22,-0.5547,17,46,691723,2024,41,4,0,0,0,22,4,47.8,8.7,0.098,0.098,0.196,0.294,0.211,0,0,0,59,30,1,1,0,0,0,4,120,0.175,0.206,0.152,0.224,0.264,0,0,36.8,188,45.6,19,0.922,0.7,12,36.8,86,0,0,7,39.099999999999994,0.564,28312,-1.2326,-5.6772,-0.0349,-6.7027,"Mayo, Coby",53,Coby Mayo,NA
ROC,avail,Enmanuel Valdez,2024,L,BOS,25,-0.56,72,214,665839,2024,192,41,12,0,6,50,17,23.4,7.9,0.214,0.37,0.272,0.642,0.25,28,1,1,293,177,4,0,0,1,4,22,568,0.241,0.431,0.278,0.316,0.301,9.5,6.1,23.8,881,22.3,147,19.451,3.3,129,39.4,196,14,9,35,15.499999999999998,0.513,21716,-5.8441,-6.6995,-0.1703,73.4588,"Valdez, Enmanuel",4,Enmanuel Valdez*,avail
CC,SR,Adam Frazier,2024,L,KCR,32,-0.5679,100,288,624428,2024,256,52,10,1,4,57,22,19.8,7.6,0.203,0.297,0.284,0.581,0.246,20,0,2,378,223,0,7,0,3,0,34,770,0.242,0.328,0.264,0.292,0.319,3,5,27.2,1186,18.6,202,24.227,3.2,160,35.2,221,6,10,55,12.200000000000001,0.529,15223,-3.3923,-11.686,-0.0224,64.7702,"Frazier, Adam",4975,Adam Frazier*,JFS
HAL,IR,Ty France,2024,R,- - -,29,-0.5774,133,515,664034,2024,460,111,24,0,13,110,37,21.4,7.2,0.241,0.378,0.313,0.691,0.287,49,1,1,652,253,14,13,0,0,5,45,1240,0.234,0.405,0.304,0.312,0.307,7.6,6.5,23.9,1953,23.8,355,53.898,3.9,291,38,465,27,23,85,14.2,0.497,17982,-18.2906,-4.4721,-3.601,98.546,"France, Ty",3,Ty France,WAW
GH,CW,Anthony Rizzo,2024,L,NYY,34,-0.5787,87,355,519203,2024,322,71,11,0,8,62,24,17.5,6.8,0.22,0.329,0.287,0.616,0.248,33,0,0,427,221,7,7,0,0,2,35,884,0.237,0.343,0.275,0.291,0.305,3.8,4.6,28.2,1345,19.6,262,30.801,3.2,190,36.6,264,10,12,74,10.7,0.515,3473,-5.3326,-12.0769,-2.6827,76.98,"Rizzo, Anthony",3,Anthony Rizzo*,OBS
NA,NA,Trey Lipscomb,2024,R,WSN,24,-0.5878,58,205,702358,2024,184,38,3,0,1,38,16,18.5,7.8,0.207,0.239,0.276,0.515,0.253,10,2,11,234,121,7,2,0,1,1,20,497,0.224,0.285,0.238,0.262,0.292,0.7,4.1,20.3,749,24.7,148,12.773,2.2,94,25.1,185,1,6,30,10.7,0.564,31567,-0.3016,-12.2701,0.0226,49.8879,"Lipscomb III, Trey",534,Trey Lipscomb,NA
RAM,avail,Korey Lee,2024,R,CHW,25,-0.5934,120,379,686676,2024,364,75,14,1,10,120,15,31.7,4,0.206,0.332,0.237,0.569,0.278,32,3,5,401,132,12,0,0,0,0,34,954,0.213,0.346,0.248,0.256,0.244,7,4.9,21.7,1385,37.2,244,25.231,2.2,182,33.6,515,17,12,53,27.7,0.57,25543,-0.3533,-17.996,0.5136,57.5157,"Lee, Korey",2,Korey Lee,WAW
STE,avail,Sean Bouchard,2024,R,COL,28,-0.5944,31,108,656248,2024,91,17,7,0,1,33,12,30.6,11.1,0.187,0.297,0.29,0.587,0.271,8,0,4,151,83,0,2,0,1,2,14,270,0.169,0.287,0.266,0.261,0.278,4.9,9.8,19.7,431,33.7,61,9.84,3.5,67,34.4,145,3,6,12,19.5,0.529,21270,-4.1195,-5.2663,0.475,55.5744,"Bouchard, Sean",97,Sean Bouchard,avail
RAC,WAU,Harold Ramirez,2024,R,- - -,29,-0.595,73,246,623912,2024,238,62,7,1,2,50,5,20.3,2,0.261,0.324,0.28,0.604,0.321,29,2,6,224,131,2,2,0,0,1,28,624,0.241,0.324,0.265,0.257,0.263,3.2,2.1,24.9,878,31.4,189,21.788,3.3,141,30.2,276,6,4,47,18.3,0.581,14387,-6.6184,-7.3491,0.5905,72.2268,"Ramírez, Harold",97,Harold Ramirez,GAP
